Ia,Ib,Ic,Va,Vb,Vc,output 
398.2785356,-240.8885334,-157.3814362,-647.8963444,-2997.679373,3645.538155,LLLG
399.5968661,-230.6916086,-168.8966915,-527.1020365,-3074.0622,3601.126675,LLLG
400.5207955,-220.2669782,-180.2452514,-405.7875342,-3147.41133,3553.161303,LLLG
401.049412,-209.62493,-191.4159161,-284.072557,-3217.654373,3501.689369,LLLG
401.1821939,-198.7759664,-202.3976616,-162.0772261,-3284.72201,3446.761675,LLLG
400.9190101,-187.730794,-213.1796501,-39.92193304,-3348.548052,3388.432423,LLLG
400.2601204,-176.5003132,-223.7512413,82.27276661,-3409.069511,3326.759182,LLLG
399.206175,-165.0956069,-234.1020022,204.3862845,-3466.226658,3261.802812,LLLG
397.7582141,-153.5279304,-244.2217178,326.2981062,-3519.963088,3193.62742,LLLG
395.9176666,-141.8086994,-254.1004012,447.8879226,-3570.225768,3122.300284,LLLG
393.6863488,-129.9494795,-263.7283034,569.0357361,-3616.965097,3047.891799,LLLG
391.0664629,-117.9619743,-273.0959227,689.6219916,-3660.134946,2970.475393,LLLG
388.0605944,-105.8580139,-282.1940145,809.5276818,-3699.692714,2890.127471,LLLG
384.6717097,-93.64954366,-291.0136001,928.6344775,-3735.59936,2806.927322,LLLG
380.9031531,-81.3486117,-299.5459755,1046.824832,-3767.819451,2720.957059,LLLG
376.7586439,-68.96735761,-307.7827203,1163.982107,-3796.321188,2632.30152,LLLG
372.2422721,-56.51800017,-315.715706,1279.990682,-3821.076444,2541.048201,LLLG
367.3584949,-44.01282543,-323.3371035,1394.736071,-3842.060788,2447.287155,LLLG
362.1121319,-31.46417445,-330.6393915,1508.105033,-3859.253511,2351.110917,LLLG
356.5083607,-18.88443126,-337.6153635,1619.985689,-3872.637646,2252.614396,LLLG
350.5527115,-6.286010529,-344.2581351,1730.267623,-3882.199985,2151.894801,LLLG
344.2510619,6.318654599,-350.5611506,1838.842004,-3887.93109,2049.051525,LLLG
337.6096307,18.91712487,-356.5181897,1945.601677,-3889.825306,1944.186068,LLLG
330.6349724,31.49696709,-362.1233736,2050.441289,-3887.880763,1837.401914,LLLG
323.33397,44.04576649,-367.3711706,2153.25737,-3882.099382,1728.804451,LLLG
315.7138287,56.5511389,-372.2564017,2253.948459,-3872.486865,1618.500846,LLLG
307.7820688,69.00074306,-376.774246,2352.41518,-3859.052701,1506.599961,LLLG
299.5465178,81.38229268,-380.9202446,2448.560363,-3841.810147,1393.212223,LLLG
291.0153034,93.6835687,-384.6903062,2542.289122,-3820.776221,1278.449539,LLLG
282.1968447,105.8924312,-388.08071,2633.508959,-3795.971677,1162.425158,LLLG
273.0998445,117.9968316,-391.0881102,2722.12985,-3767.420999,1045.253589,LLLG
263.7332805,129.9848241,-393.7095388,2808.064338,-3735.152359,927.0504606,LLLG
254.1063963,141.8445783,-395.9424088,2891.227614,-3699.197605,807.9324303,LLLG
244.2286926,153.5643898,-397.7845165,2971.53761,-3659.592218,688.0170478,LLLG
234.1099173,165.1326928,-399.2340442,3048.915065,-3616.375285,567.4226605,LLLG
223.7600565,176.5380705,-400.2895612,3123.28362,-3569.589455,446.2682752,LLLG
213.1893244,187.7692674,-400.9500259,3194.56988,-3519.280902,324.6734619,LLLG
202.4081528,198.8151996,-401.2147865,3262.703496,-3465.499271,202.7582147,LLLG
191.4271816,209.664966,-401.0835817,3327.617227,-3408.297641,80.64285459,LLLG
180.2572476,220.3078593,-400.556541,3389.247013,-3347.732462,-41.55211065,LLLG
168.9093742,230.7333762,-399.6341845,3447.532029,-3283.863505,-163.706084,LLLG
157.3947603,240.931228,-398.3174225,3502.414759,-3216.753799,-285.6985197,LLLG
145.7247696,250.8913507,-396.6075544,3553.841037,-3146.469577,-407.4090204,LLLG
133.9109189,260.6039148,-394.5062678,3601.760115,-3073.080196,-528.717478,LLLG
121.964867,270.0593351,-392.0156362,3646.124699,-2996.658088,-649.5041703,LLLG
109.8984032,279.2482804,-389.1381177,3686.891009,-2917.278667,-769.6499008,LLLG
97.7234357,288.1616822,-385.876552,3724.018811,-2835.020276,-889.0360949,LLLG
85.45197972,296.7907441,-382.2341579,3757.471468,-2749.964089,-1007.544938,LLLG
73.09614569,305.1269502,-378.21453,3787.215963,-2662.194051,-1125.059471,LLLG
60.66812733,313.1620737,-373.8216352,3813.222944,-2571.796777,-1241.463726,LLLG
48.18018959,320.888185,-369.0598088,3835.466743,-2478.86148,-1356.642822,LLLG
